PROTID	GENEID	PROTLEN	GRLCL_1D_ETHCD_SPC	GRLCL_1D_HCD_SPC	GRLCL_2D_ETHCD_SPC	
SPROHSA106139		87	0	0	1	
SPROHSA107797		51	0	1	0	
SPROHSA104405		55	0	0	1	
SPROHSA182132		95	0	0	1	
SPROHSA324366		100	0	1	1	
SPROHSA230849		61	0	1	0	
SPROHSA24793		99	0	1	0	
SPROHSA358096		82	0	0	1	
SPROHSA243169		84	0	1	0	
SPROHSA100861		65	0	0	2	
SPROHSA196842		55	0	0	1	
SPROHSA137389		88	0	0	1	
SPROHSA289836		41	2	1	0	
SPROHSA79195		97	0	0	1	
SPROHSA218494		43	0	0	1	
SPROHSA124906		88	0	1	1	
SPROHSA372116		100	1	1	0	
SPROHSA119795		63	0	0	1	
SPROHSA132517		62	1	1	2	
SPROHSA213595		98	0	1	0	
SPROHSA152923		14	1	0	1	
SPROHSA281811		91	0	1	0	
SPROHSA196218		86	0	0	1	
SPROHSA251297		55	0	0	1	
SPROHSA143269		73	0	0	1	
SPROHSA100712		79	0	0	1	
SPROHSA147804		88	0	0	1	
SPROHSA121723		81	0	1	1	
SPROHSA108413		87	0	1	0	
SPROHSA372940		86	0	0	1	
SPROHSA138175		67	0	0	1	
SPROHSA352563		74	0	0	1	
SPROHSA125631		95	0	0	1	
SPROHSA279021		15	0	0	1	
SPROHSA335939		64	0	1	0	
SPROHSA13624		27	1	1	0	
SPROHSA172336		26	0	1	0	
SPROHSA185366		98	0	1	0	
SPROHSA376605		95	0	1	0	
SPROHSA107820		62	0	1	0	
SPROHSA229513		88	0	0	1	
SPROHSA15184		79	0	0	1	
SPROHSA171474		56	0	0	1	
SPROHSA24522		98	0	0	1	
SPROHSA117071		75	0	1	1	
SPROHSA231783		46	1	1	0	
SPROHSA24648		89	0	0	1	
SPROHSA18796		91	0	1	0	
SPROHSA104572		80	0	1	0	
SPROHSA188804		63	0	1	0	
SPROHSA241075		97	0	0	1	
SPROHSA132199		36	0	0	1	
SPROHSA376275		13	1	1	3	
SPROHSA342547		88	0	1	1	
SPROHSA115390		85	1	1	0	
SPROHSA156927		38	0	0	1	
SPROHSA104092		28	1	0	1	
SPROHSA122942		63	0	1	0	
SPROHSA204166		67	0	1	1	
SPROHSA107278		90	0	1	1	
SPROHSA131791		90	0	0	1	
SPROHSA104633		70	0	1	0	
SPROHSA159500		87	0	1	0	
SPROHSA112916		80	0	1	0	
SPROHSA13942		67	0	0	1	
SPROHSA23632		76	0	0	1	
SPROHSA194348		80	1	1	0	
SPROHSA348281		85	0	0	1	
SPROHSA366973		99	0	1	1	
SPROHSA194159		95	0	0	1	
SPROHSA218375		72	0	1	0	
SPROHSA97903		99	0	0	3	
SPROHSA103115		88	0	0	1	
SPROHSA168800		47	0	0	1	
SPROHSA231054		91	0	1	0	
SPROHSA266609		53	0	0	1	
SPROHSA194487		33	0	0	1	
SPROHSA226077		93	0	1	0	
SPROHSA38914		90	0	0	1	
SPROHSA39814		96	0	0	2	
SPROHSA118338		85	0	0	1	
SPROHSA123014		85	1	1	1	
SPROHSA135526		81	0	0	1	
SPROHSA115654		65	0	0	1	
SPROHSA110760		82	0	0	1	
SPROHSA237149		85	0	1	1	
SPROHSA184814		71	0	0	1	
SPROHSA192918		74	0	1	0	
SPROHSA274161		54	0	1	0	
SPROHSA121226		85	0	0	1	
SPROHSA172991		61	0	0	1	
SPROHSA318121		18	0	1	0	
SPROHSA82654		90	0	0	1	
SPROHSA11386		50	2	1	0	
SPROHSA284883		86	0	1	1	
SPROHSA144394		95	1	1	0	
SPROHSA155922		82	1	1	0	
SPROHSA168385		86	0	0	1	
SPROHSA192036		93	0	1	1	
SPROHSA48992		96	0	0	1	
SPROHSA259867		49	0	0	1	
SPROHSA224933		97	0	0	1	
SPROHSA6775		61	0	1	0	
SPROHSA196293		43	0	0	1	
SPROHSA109960		91	0	0	1	
SPROHSA11757		57	1	1	0	
SPROHSA18153		29	1	0	1	
SPROHSA189495		74	0	0	1	
SPROHSA151342		81	2	1	0	
SPROHSA174445		62	0	0	1	
SPROHSA175059		100	0	0	1	
SPROHSA321030		54	0	1	0	
SPROHSA166561		19	0	0	1	
SPROHSA106880		94	0	0	1	
SPROHSA120696		61	0	1	0	
SPROHSA153646		36	0	0	1	
SPROHSA172065		87	0	1	0	
SPROHSA84769		75	0	0	1	
SPROHSA105894		96	0	1	0	
SPROHSA24318		92	0	1	0	
SPROHSA100657		13	1	2	2	
SPROHSA229635		47	0	0	1	
SPROHSA259008		76	0	0	1	
SPROHSA123171		86	0	1	0	
SPROHSA179375		70	1	1	0	
SPROHSA273979		90	0	0	1	
SPROHSA127438		83	1	0	1	
SPROHSA113901		91	0	1	0	
SPROHSA128967		31	0	0	1	
SPROHSA10466		94	1	0	0	
SPROHSA160340		54	0	1	1	
SPROHSA23817		46	1	1	0	
SPROHSA289093		66	0	1	0	
SPROHSA319663		66	0	0	1	
SPROHSA133916		85	1	1	0	
SPROHSA141499		69	1	1	1	
SPROHSA144728		99	0	1	1	
SPROHSA105268		59	1	1	1	
SPROHSA144293		81	0	0	1	
SPROHSA257047		93	0	0	1	
SPROHSA193407		46	0	0	1	
SPROHSA203302		58	0	1	1	
SPROHSA110706		80	0	1	0	
SPROHSA234172		94	0	1	0	
SPROHSA100383		71	0	0	1	
SPROHSA207336		92	0	0	1	
SPROHSA100355		86	0	1	0	
SPROHSA111530		80	0	0	1	
SPROHSA139160		67	0	0	1	
SPROHSA67562		93	0	0	1	
SPROHSA245031		85	0	2	0	
SPROHSA116461		90	0	0	1	
SPROHSA141068		88	0	0	1	
SPROHSA4442		96	0	1	0	
SPROHSA179545		84	0	1	0	
SPROHSA56880		47	1	0	0	
SPROHSA116510		86	0	1	0	
SPROHSA157119		73	0	0	1	
SPROHSA276399		99	0	2	1	
SPROHSA203338		37	0	1	0	
SPROHSA164005		68	0	0	1	
SPROHSA138080		88	1	0	0	
SPROHSA182809		53	1	1	0	
SPROHSA263441		70	1	1	1	
SPROHSA217369		56	0	0	1	
SPROHSA351677		38	0	0	1	
SPROHSA110410		34	0	0	1	
SPROHSA347698		39	0	0	1	
SPROHSA365789		95	1	1	1	
SPROHSA157804		57	0	0	1	
SPROHSA210277		79	0	1	0	
SPROHSA204490		29	1	0	0	
SPROHSA121379		77	0	0	1	
SPROHSA215403		40	0	1	0	
SPROHSA149873		85	0	0	1	
SPROHSA106968		20	2	1	0	
SPROHSA250506		24	0	0	1	
SPROHSA112803		47	1	1	1	
SPROHSA214537		92	0	1	0	
SPROHSA300549		77	0	0	1	
SPROHSA172462		67	0	1	0	
SPROHSA21397		24	0	0	1	
SPROHSA119746		86	0	1	0	
SPROHSA212487		71	0	1	1	
SPROHSA16566		85	0	0	1	
SPROHSA201180		78	0	1	0	
SPROHSA186201		52	0	1	0	
SPROHSA125767		53	0	0	1	
SPROHSA331361		95	0	1	0	
SPROHSA182676		32	0	1	0	
SPROHSA203377		13	0	0	2	
SPROHSA131823		80	0	0	1	
SPROHSA179179		91	0	1	0	
SPROHSA11426		87	0	0	1	
SPROHSA238875		94	0	0	2	
SPROHSA257471		49	0	0	1	
SPROHSA13132		89	0	1	0	
SPROHSA105091		36	0	0	1	
SPROHSA16371		94	1	0	0	
SPROHSA176206		91	0	1	0	
SPROHSA110489		65	0	0	1	
SPROHSA120969		99	0	1	0	
SPROHSA111282		78	0	1	0	
SPROHSA117632		74	0	0	1	
SPROHSA157018		81	0	1	1	
SPROHSA128799		79	0	1	1	
SPROHSA26848		98	1	0	0	
SPROHSA186306		42	0	1	0	
SPROHSA9590		87	0	1	0	
SPROHSA266607		99	0	0	1	
SPROHSA205522		85	0	0	1	
SPROHSA123532		80	0	0	1	
SPROHSA151242		50	0	2	0	
SPROHSA27879		52	0	1	1	
SPROHSA346757		89	0	1	0	
SPROHSA168631		24	0	2	2	
SPROHSA264720		60	0	0	1	
SPROHSA141917		94	0	0	1	
SPROHSA133973		85	0	1	0	
SPROHSA199188		74	1	1	1	
SPROHSA21958		93	1	1	0	
SPROHSA332651		87	0	1	0	
SPROHSA122151		72	0	1	0	
SPROHSA39195		95	0	1	0	
SPROHSA126711		85	0	1	0	
SPROHSA159951		90	0	0	1	
SPROHSA112186		60	0	0	1	
SPROHSA135641		84	0	1	0	
SPROHSA168314		97	0	1	0	
SPROHSA302246		43	0	1	1	
SPROHSA11638		29	0	1	0	
SPROHSA100465		38	0	0	1	
SPROHSA188247		86	1	1	0	
SPROHSA120986		99	1	0	0	
SPROHSA135950		59	1	0	1	
SPROHSA15797		82	0	0	1	
SPROHSA17744		16	0	0	1	
SPROHSA100955		93	0	1	0	
SPROHSA134956		79	0	0	1	
SPROHSA188676		91	0	1	0	
SPROHSA151683		69	0	0	1	
SPROHSA376977		91	0	1	0	
SPROHSA10999		45	0	0	1	
SPROHSA271948		94	0	1	0	
SPROHSA122732		53	0	0	1	
SPROHSA171410		47	0	1	1	
SPROHSA164133		42	0	1	0	
SPROHSA24324		93	0	0	1	
SPROHSA1041		79	0	0	1	
SPROHSA117136		83	1	1	1	
SPROHSA185224		65	0	1	1	
SPROHSA121358		65	0	0	1	
SPROHSA180356		58	0	0	1	
SPROHSA203506		91	0	1	0	
SPROHSA153110		71	0	0	1	
SPROHSA173256		22	0	1	0	
SPROHSA203874		11	0	0	1	
SPROHSA123293		52	0	1	0	
SPROHSA151939		62	0	0	1	
SPROHSA114277		92	0	0	1	
SPROHSA203609		59	0	0	1	
SPROHSA106125		55	0	0	1	
SPROHSA159659		27	0	2	0	
SPROHSA121109		62	0	1	0	
SPROHSA104137		50	0	0	1	
SPROHSA186580		65	1	1	0	
SPROHSA197653		74	0	0	1	
SPROHSA213852		22	1	1	0	
SPROHSA102767		89	0	1	0	
SPROHSA253834		16	0	1	0	
SPROHSA15815		28	0	0	1	
SPROHSA220087		60	0	0	1	
SPROHSA256775		91	0	1	0	
SPROHSA325943		21	0	1	0	
SPROHSA21521		92	0	1	0	
SPROHSA200670		97	0	0	1	
SPROHSA141388		62	0	0	1	
SPROHSA172423		46	0	0	1	
SPROHSA226523		71	0	1	0	
SPROHSA196909		92	0	1	1	
SPROHSA114099		77	1	1	0	
SPROHSA274862		87	1	1	1	
SPROHSA118586		48	0	1	0	
SPROHSA133687		80	0	1	0	
SPROHSA11829		76	0	1	0	
SPROHSA113071		71	0	0	1	
SPROHSA10091		48	1	1	0	
SPROHSA210475		78	1	0	0	
SPROHSA329354		81	0	0	1	
SPROHSA117778		98	0	1	0	
SPROHSA136383		89	0	1	0	
SPROHSA367815		51	0	1	0	
SPROHSA111466		81	0	0	1	
SPROHSA115464		77	0	0	1	
SPROHSA122731		83	0	0	1	
SPROHSA187803		80	0	1	1	
SPROHSA327552		80	0	1	0	
SPROHSA208203		98	0	0	2	
SPROHSA110769		78	0	0	1	
SPROHSA196838		88	0	1	0	
SPROHSA154071		40	0	0	1	
SPROHSA14560		99	0	1	0	
SPROHSA100879		100	0	0	1	
SPROHSA171912		78	0	1	0	
SPROHSA124012		54	0	0	1	
SPROHSA176670		49	0	0	1	
SPROHSA221308		97	0	0	1	
SPROHSA107776		60	0	1	0	
SPROHSA118533		96	0	1	0	
SPROHSA353947		80	0	0	1	
SPROHSA105404		96	1	1	0	
SPROHSA103720		66	0	0	1	
SPROHSA124486		83	0	0	1	
SPROHSA129673		74	0	0	1	
SPROHSA121157		95	0	0	1	
SPROHSA116380		85	0	0	1	
SPROHSA171522		57	0	1	0	
SPROHSA318965		77	0	0	1	
SPROHSA79698		93	1	1	1	
SPROHSA212983		68	0	1	1	
SPROHSA294743		33	0	0	1	
SPROHSA360395		84	0	0	1	
SPROHSA191231		75	0	1	0	
SPROHSA111670		80	0	1	0	
SPROHSA174442		47	1	0	0	
SPROHSA102502		28	0	0	1	
SPROHSA210903		64	0	0	1	
SPROHSA287681		91	0	1	0	
SPROHSA81358		65	0	0	1	
SPROHSA115360		66	1	1	0	
SPROHSA135104		99	0	1	0	
SPROHSA151687		79	1	0	0	
SPROHSA35211		24	0	0	1	
SPROHSA12078		67	1	1	1	
SPROHSA167471		92	0	1	0	
SPROHSA120236		96	0	1	0	
SPROHSA91573		38	1	1	0	
SPROHSA119471		83	0	0	1	
SPROHSA128232		55	0	0	1	
SPROHSA141970		91	0	1	0	
SPROHSA103800		79	0	1	1	
SPROHSA111306		67	0	1	0	
SPROHSA167891		26	0	0	1	
SPROHSA127166		33	0	0	2	
SPROHSA19508		20	0	1	0	
SPROHSA365725		97	0	0	1	
SPROHSA292829		92	0	1	1	
SPROHSA114351		46	0	1	0	
SPROHSA122474		87	0	0	1	
SPROHSA142500		95	1	2	0	
SPROHSA221398		42	1	0	0	
SPROHSA321193		28	1	0	1	
SPROHSA196496		74	1	1	0	
SPROHSA200650		79	0	1	0	
SPROHSA253069		69	0	0	1	
SPROHSA288211		96	0	1	0	
SPROHSA205960		85	0	1	0	
SPROHSA384752		98	0	1	0	
SPROHSA104116		58	1	0	0	
SPROHSA142644		92	0	0	1	
SPROHSA229551		62	0	0	1	
SPROHSA14324		48	0	0	1	
SPROHSA237142		99	0	0	1	
SPROHSA144869		93	0	0	1	
SPROHSA164020		78	0	0	1	
SPROHSA195166		28	0	0	1	
SPROHSA106982		41	0	0	1	
SPROHSA237164		89	0	0	1	
SPROHSA238883		98	0	1	0	
SPROHSA119275		47	0	0	1	
SPROHSA200271		67	0	0	1	
SPROHSA100859		93	0	1	1	
SPROHSA15525		55	0	0	1	
SPROHSA165532		99	0	0	1	
SPROHSA244451		90	1	1	0	
SPROHSA116465		71	0	1	0	
SPROHSA310746		81	0	1	0	
SPROHSA126177		98	0	0	1	
SPROHSA202560		34	0	1	0	
SPROHSA126779		93	2	1	1	
SPROHSA244751		96	0	1	0	
SPROHSA337912		74	0	1	0	
SPROHSA194894		38	0	1	0	
SPROHSA101553		73	0	1	0	
SPROHSA138671		27	0	0	1	
SPROHSA331962		83	0	0	2	
SPROHSA137040		28	0	1	0	
SPROHSA170902		81	0	0	1	
SPROHSA198966		36	0	0	1	
SPROHSA111944		89	0	0	1	
SPROHSA96669		88	0	0	1	
SPROHSA66215		67	0	1	0	
SPROHSA41432		41	0	0	1	
SPROHSA135492		87	0	0	1	
SPROHSA284852		86	0	1	0	
SPROHSA121955		61	0	0	1	
SPROHSA119100		96	0	0	1	
SPROHSA274317		32	1	0	0	
SPROHSA50713		21	0	0	1	
SPROHSA224067		24	0	1	0	
SPROHSA126832		87	0	1	0	
SPROHSA258509		90	1	0	1	
SPROHSA118115		61	0	0	1	
SPROHSA118579		50	0	1	0	
SPROHSA11020		70	0	1	0	
SPROHSA189871		87	0	1	0	
SPROHSA119548		100	0	0	1	
SPROHSA152649		69	0	0	1	
SPROHSA191329		42	0	0	1	
SPROHSA211541		94	1	0	0	
SPROHSA23625		94	1	1	1	
SPROHSA100736		28	0	0	1	
SPROHSA127994		81	0	1	0	
SPROHSA197561		28	1	1	1	
SPROHSA14510		79	0	1	0	
SPROHSA124819		95	0	0	1	
SPROHSA213615		90	0	1	0	
SPROHSA141503		79	0	1	0	
SPROHSA125819		63	0	1	0	
SPROHSA1330		47	0	0	1	
SPROHSA15374		70	0	0	1	
SPROHSA232422		42	1	0	0	
SPROHSA356095		83	0	1	0	
SPROHSA2866		42	0	0	1	
SPROHSA134884		72	0	1	0	
SPROHSA188296		65	0	0	1	
SPROHSA387587		93	0	0	1	
SPROHSA122071		12	0	0	1	
SPROHSA24643		33	1	0	1	
SPROHSA117241		99	0	1	0	
SPROHSA103888		81	0	0	1	
SPROHSA108753		48	0	0	1	
SPROHSA182832		77	0	0	1	
SPROHSA321747		96	0	1	0	
SPROHSA145948		90	0	0	1	
SPROHSA100628		88	1	0	0	
SPROHSA149443		44	0	1	0	
SPROHSA132274		98	0	0	1	
SPROHSA33851		91	0	0	1	
SPROHSA15486		72	1	1	1	
SPROHSA348813		98	0	0	1	
SPROHSA123126		51	0	1	0	
SPROHSA225064		70	0	1	0	
SPROHSA177369		43	0	1	0	
SPROHSA106381		97	1	1	0	
SPROHSA134685		90	0	0	1	
SPROHSA183254		63	0	0	1	
SPROHSA140866		20	0	0	1	
SPROHSA292560		28	0	0	1	
SPROHSA140704		100	0	1	0	
SPROHSA197261		75	0	1	0	
SPROHSA315124		28	0	0	1	
SPROHSA2744		87	0	1	0	
O00762	UBE2C	179	0	0	1	
SPROHSA318680		92	0	1	0	
SPROHSA223859		92	0	1	0	
SPROHSA203709		44	0	1	0	
SPROHSA126034		80	0	0	1	
SPROHSA142075		80	0	0	1	
SPROHSA102151		100	0	1	0	
SPROHSA16266		100	0	1	0	
SPROHSA119691		83	0	1	0	
SPROHSA195886		17	0	0	1	
SPROHSA373303		44	0	1	0	
SPROHSA239105		98	0	0	1	
SPROHSA296473		46	1	1	0	
SPROHSA134180		95	1	0	0	
SPROHSA59531		88	0	1	0	
SPROHSA234272		99	0	1	0	
SPROHSA107726		54	0	0	1	
SPROHSA124661		99	0	1	0	
SPROHSA202233		95	0	0	1	
SPROHSA317335		55	1	1	1	
SPROHSA192634		100	0	1	0	
SPROHSA146168		15	0	0	1	
SPROHSA231980		86	0	1	0	
SPROHSA116650		59	0	0	1	
SPROHSA104631		58	0	0	1	
SPROHSA100196		85	0	1	0	
SPROHSA13919		95	0	0	1	
SPROHSA266620		95	0	0	1	
SPROHSA139322		92	0	0	1	
SPROHSA63992		94	0	0	1	
SPROHSA177084		85	0	0	1	
SPROHSA134458		52	0	1	0	
SPROHSA16701		99	0	0	1	
SPROHSA156114		42	0	0	1	
SPROHSA198461		94	0	1	0	
SPROHSA127519		95	0	0	1	
SPROHSA108190		44	0	1	0	
SPROHSA222570		62	0	0	1	
SPROHSA126911		82	0	0	1	
SPROHSA177794		52	0	0	1	
SPROHSA261910		85	0	0	1	
SPROHSA141887		80	0	0	1	
SPROHSA201979		94	0	1	0	
SPROHSA344168		53	0	0	1	
SPROHSA222469		15	0	1	1	
SPROHSA142174		56	0	0	1	
SPROHSA131506		62	0	0	1	
SPROHSA20289		11	0	0	1	
SPROHSA111184		86	0	1	0	
SPROHSA11921		28	0	0	1	
SPROHSA212489		99	0	0	1	
SPROHSA284558		78	0	1	0	
SPROHSA39191		83	0	1	0	
SPROHSA224884		68	0	0	1	
SPROHSA10948		93	0	1	0	
SPROHSA14316		95	0	0	1	
SPROHSA108108		77	0	1	0	
SPROHSA315085		69	0	1	0	
SPROHSA385517		67	0	0	1	
SPROHSA168840		71	1	1	0	
SPROHSA54360		95	0	1	0	
SPROHSA177802		95	0	1	0	
SPROHSA1183		94	0	1	0	
SPROHSA183979		63	0	0	1	
SPROHSA301969		77	1	1	1	
SPROHSA267993		27	0	0	1	
SPROHSA216677		73	0	1	0	
SPROHSA115573		22	0	0	1	
SPROHSA208393		15	0	0	1	
SPROHSA307247		97	0	2	0	
SPROHSA287909		100	0	0	1	
SPROHSA374289		99	0	0	1	
SPROHSA80597		62	0	0	1	
SPROHSA72933		62	0	0	1	
SPROHSA105923		66	0	1	0	
SPROHSA109235		91	0	0	1	
SPROHSA264050		90	0	0	1	
SPROHSA112871		95	0	1	0	
SPROHSA193314		49	0	1	0	
SPROHSA294417		69	0	1	0	
SPROHSA130590		84	0	1	0	
SPROHSA249272		88	0	1	0	
SPROHSA123194		99	0	0	1	
SPROHSA3812		89	0	1	0	
SPROHSA155261		22	0	0	1	
SPROHSA120975		31	0	1	0	
SPROHSA267520		47	0	0	1	
SPROHSA155052		88	0	0	1	
SPROHSA104880		73	1	1	0	
SPROHSA124345		68	0	0	1	
SPROHSA132209		56	1	0	0	
SPROHSA124303		77	1	1	0	
SPROHSA189939		57	0	0	1	
SPROHSA36630		65	0	1	0	
SPROHSA150122		93	0	0	1	
SPROHSA48383		60	0	1	1	
SPROHSA176778		54	0	1	0	
SPROHSA115408		65	0	0	1	
SPROHSA106056		47	0	0	1	
SPROHSA151946		35	0	0	2	
SPROHSA349958		72	0	1	0	
SPROHSA274733		33	0	1	0	
SPROHSA148385		41	0	0	1	
SPROHSA239981		48	0	1	0	
SPROHSA155795		71	0	1	0	
SPROHSA197325		19	1	0	0	
SPROHSA208285		22	0	0	1	
SPROHSA106019		73	0	0	1	
SPROHSA165559		69	0	0	1	
SPROHSA184770		92	0	0	1	
SPROHSA116921		65	0	1	0	
SPROHSA296964		23	1	1	0	
SPROHSA112358		41	0	1	0	
SPROHSA171685		73	0	0	1	
SPROHSA144247		89	0	0	1	
SPROHSA121388		56	0	1	0	
SPROHSA209006		61	0	1	0	
SPROHSA266958		93	0	1	0	
SPROHSA168434		79	0	1	0	
SPROHSA90123		99	1	1	1	
SPROHSA101352		86	1	0	1	
SPROHSA284346		70	0	0	1	
SPROHSA145607		66	0	1	0	
SPROHSA386072		80	0	0	1	
SPROHSA172254		36	0	0	1	
SPROHSA309067		94	0	1	0	
SPROHSA241214		92	0	0	1	
SPROHSA180283		80	0	1	0	
SPROHSA133625		74	0	1	0	
SPROHSA6480		87	0	1	0	
SPROHSA111968		86	0	1	0	
SPROHSA171982		50	0	0	1	
SPROHSA196834		56	0	1	0	
SPROHSA138818		82	0	0	1	
SPROHSA162000		97	1	0	0	
SPROHSA103731		78	0	1	0	
SPROHSA362077		72	0	1	0	
SPROHSA213637		85	0	1	0	
SPROHSA139164		36	0	0	1	
SPROHSA54330		81	0	0	1	
SPROHSA134880		43	0	0	1	
SPROHSA107187		83	0	1	0	
SPROHSA123191		65	0	0	1	
SPROHSA221051		55	0	0	1	
SPROHSA149364		30	0	0	1	
SPROHSA103613		56	2	3	4	
SPROHSA113217		37	3	4	3	
SPROHSA116946		52	0	2	0	
SPROHSA127092		61	0	0	1	
SPROHSA130319		87	0	0	1	
SPROHSA190656		69	2	0	1	
