Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GRLCL_1D_ETHCD Spectral Count	GRLCL_1D_HCD Spectral Count	GRLCL_2D_ETHCD Spectral Count	GRLCL_1D_ETHCD Intensity	GRLCL_1D_HCD Intensity	GRLCL_2D_ETHCD Intensity	Indistinguishable Proteins
SPROHSA221893	SPROHSA221893	SPROHSA221893		31			SPROHSA221893	0.9955	0.9982	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA232045, SPROHSA97131	
SPROHSA72541	SPROHSA72541	SPROHSA72541		99			SPROHSA72541	0.9955	0.9982	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA102877	SPROHSA102877	SPROHSA102877		96			SPROHSA102877	0.9954	0.9982	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA102878, SPROHSA102879, SPROHSA54695, SPROHSA7866	
SPROHSA1177	SPROHSA1177	SPROHSA1177		85			SPROHSA1177	0.9953	0.9981	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA20251, SPROHSA319901, SPROHSA43924, SPROHSA6265	
SPROHSA109188	SPROHSA109188	SPROHSA109188		59			SPROHSA109188	0.9952	0.9981	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA181534, SPROHSA201716, SPROHSA25666, SPROHSA3034, SPROHSA386, SPROHSA38980, SPROHSA4694	
SPROHSA122853	SPROHSA122853	SPROHSA122853		82			SPROHSA122853	0.9952	0.9981	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA154838, SPROHSA332626	
SPROHSA123026	SPROHSA123026	SPROHSA123026		34			SPROHSA123026	0.9951	0.9981	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA124149, SPROHSA124150, SPROHSA159229, SPROHSA159230, SPROHSA180915, SPROHSA180916, SPROHSA212488, SPROHSA218730, SPROHSA270322, SPROHSA270323, SPROHSA357859	
SPROHSA199782	SPROHSA199782	SPROHSA199782		92			SPROHSA199782	0.9951	0.9981	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA304755, SPROHSA317383, SPROHSA385074, SPROHSA386290, SPROHSA47249, SPROHSA94625	
SPROHSA145732	SPROHSA145732	SPROHSA145732		100			SPROHSA145732	0.9950	0.9980	1	4	0	4	1	2	1	     0	     0	     0	SPROHSA252303, SPROHSA382320, SPROHSA382321, SPROHSA386510	
SPROHSA216908	SPROHSA216908	SPROHSA216908		95			SPROHSA216908	0.9950	0.9980	1	2	0	2	1	0	1	     0	     0	     0	SPROHSA216909	
SPROHSA257719	SPROHSA257719	SPROHSA257719		52			SPROHSA257719	0.9948	0.9979	1	3	0	3	1	2	0	     0	     0	     0	SPROHSA50044	
SPROHSA169996	SPROHSA169996	SPROHSA169996		83			SPROHSA169996	0.9947	0.9971	4	5	0	5	0	2	3	     0	     0	     0		
SPROHSA107022	SPROHSA107022	SPROHSA107022		88			SPROHSA107022	0.9946	0.9979	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA17003, SPROHSA189354, SPROHSA25259, SPROHSA261997, SPROHSA86420	
SPROHSA137522	SPROHSA137522	SPROHSA137522		83			SPROHSA137522	0.9946	0.9979	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA22851, SPROHSA234941, SPROHSA234942, SPROHSA27345, SPROHSA27346, SPROHSA27347, SPROHSA27348, SPROHSA317841, SPROHSA335088, SPROHSA335089, SPROHSA335480, SPROHSA343478, SPROHSA343479, SPROHSA41883, SPROHSA41884, SPROHSA41885, SPROHSA41886, SPROHSA41887, SPROHSA68075, SPROHSA68076, SPROHSA68077, SPROHSA68078, SPROHSA68079	
SPROHSA104569	SPROHSA104569	SPROHSA104569		35			SPROHSA104569	0.9945	0.9978	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA108115, SPROHSA219900, SPROHSA305371	
SPROHSA138593	SPROHSA138593	SPROHSA138593		80			SPROHSA138593	0.9945	0.9978	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA324038, SPROHSA388082	
SPROHSA144378	SPROHSA144378	SPROHSA144378		62			SPROHSA144378	0.9945	0.9978	1	2	2	2	0	1	1	     0	     0	     0		
SPROHSA153057	SPROHSA153057	SPROHSA153057		94			SPROHSA153057	0.9945	0.9979	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA38601	
SPROHSA267519	SPROHSA267519	SPROHSA267519		66			SPROHSA267519	0.9945	0.9978	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA322259, SPROHSA362775, SPROHSA369722, SPROHSA93881, SPROHSA99213	
SPROHSA284420	SPROHSA284420	SPROHSA284420		20			SPROHSA284420	0.9945	0.9978	1	2	2	2	0	1	1	     0	     0	     0		
SPROHSA223670	SPROHSA223670	SPROHSA223670		66			SPROHSA223670	0.9944	0.9978	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA230460, SPROHSA373523, SPROHSA384026	
SPROHSA11626	SPROHSA11626	SPROHSA11626		36			SPROHSA11626	0.9943	0.9978	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA11627, SPROHSA11628, SPROHSA11629, SPROHSA168635, SPROHSA183825, SPROHSA183826, SPROHSA189176, SPROHSA189177, SPROHSA300948, SPROHSA300949, SPROHSA300950, SPROHSA368141, SPROHSA368142, SPROHSA368143, SPROHSA41253, SPROHSA41254, SPROHSA4756, SPROHSA4757	
SPROHSA368385	SPROHSA368385	SPROHSA368385		31			SPROHSA368385	0.9943	0.9978	1	4	0	4	2	1	1	     0	     0	     0	SPROHSA5788	
SPROHSA104295	SPROHSA104295	SPROHSA104295		31			SPROHSA104295	0.9942	0.9977	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA24572, SPROHSA362403, SPROHSA54117, SPROHSA62792	
SPROHSA211630	SPROHSA211630	SPROHSA211630		68			SPROHSA211630	0.9942	0.9596	2	1	0	2	0	0	1	     0	     0	     0	SPROHSA211631	
SPROHSA126116	SPROHSA126116	SPROHSA126116		70			SPROHSA126116	0.9941	0.9977	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA13882, SPROHSA235144, SPROHSA245985, SPROHSA320421, SPROHSA85562	
SPROHSA160226	SPROHSA160226	SPROHSA160226		58			SPROHSA160226	0.9941	0.9977	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA160227, SPROHSA160228, SPROHSA244278, SPROHSA244279, SPROHSA244280, SPROHSA257745, SPROHSA301361, SPROHSA33087, SPROHSA341673, SPROHSA345740, SPROHSA345741, SPROHSA345742, SPROHSA345743	
SPROHSA171960	SPROHSA171960	SPROHSA171960		94			SPROHSA171960	0.9941	0.9977	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA171961	
SPROHSA194972	SPROHSA194972	SPROHSA194972		53			SPROHSA194972	0.9941	0.9977	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA232197, SPROHSA236799, SPROHSA240265, SPROHSA243127, SPROHSA33400	
SPROHSA114313	SPROHSA114313	SPROHSA114313		63			SPROHSA114313	0.9940	0.9977	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA119359, SPROHSA123864, SPROHSA123865, SPROHSA131276, SPROHSA17819, SPROHSA211102, SPROHSA25974, SPROHSA264212, SPROHSA299151, SPROHSA299152, SPROHSA376674, SPROHSA98493	
SPROHSA261177	SPROHSA261177	SPROHSA261177		45			SPROHSA261177	0.9940	0.9976	1	4	0	4	2	1	1	     0	     0	     0	SPROHSA309201, SPROHSA335	
SPROHSA176574	SPROHSA176574	SPROHSA176574		18			SPROHSA176574	0.9939	0.9976	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA213090, SPROHSA214638, SPROHSA313093, SPROHSA47069	
SPROHSA182333	SPROHSA182333	SPROHSA182333		70			SPROHSA182333	0.9939	0.9976	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA142678	SPROHSA142678	SPROHSA142678		96			SPROHSA142678	0.9937	0.9975	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA149719, SPROHSA33658, SPROHSA75945	
SPROHSA10560	SPROHSA10560	SPROHSA10560		80			SPROHSA10560	0.9935	0.9974	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA10561, SPROHSA137438, SPROHSA140912, SPROHSA140913, SPROHSA200307, SPROHSA239017, SPROHSA254555, SPROHSA382675, SPROHSA75062, SPROHSA75063	
SPROHSA180861	SPROHSA180861	SPROHSA180861		51			SPROHSA180861	0.9935	0.9975	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA180862, SPROHSA189526, SPROHSA189527, SPROHSA261802, SPROHSA261803	
SPROHSA192079	SPROHSA192079	SPROHSA192079		88			SPROHSA192079	0.9935	0.9974	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA194075	SPROHSA194075	SPROHSA194075		51			SPROHSA194075	0.9934	0.9974	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA243239, SPROHSA340571, SPROHSA342155	
SPROHSA171863	SPROHSA171863	SPROHSA171863		18			SPROHSA171863	0.9933	0.9973	1	3	0	3	0	1	2	     0	     0	     0	SPROHSA306979, SPROHSA353993, SPROHSA44654	
SPROHSA381385	SPROHSA381385	SPROHSA381385		21			SPROHSA381385	0.9933	0.9974	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA89526	
SPROHSA61541	SPROHSA61541	SPROHSA61541		87			SPROHSA61541	0.9933	0.9974	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA170801	SPROHSA170801	SPROHSA170801		36			SPROHSA170801	0.9932	0.9973	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA171760	
SPROHSA242530	SPROHSA242530	SPROHSA242530		79			SPROHSA242530	0.9932	0.9973	1	2	2	2	1	1	0	     0	     0	     0		
SPROHSA110390	SPROHSA110390	SPROHSA110390		56			SPROHSA110390	0.9931	0.9973	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA387983	
SPROHSA116384	SPROHSA116384	SPROHSA116384		85			SPROHSA116384	0.9931	0.9973	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA392007	
SPROHSA175084	SPROHSA175084	SPROHSA175084		61			SPROHSA175084	0.9931	0.9973	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA196555, SPROHSA291469, SPROHSA312699, SPROHSA373694, SPROHSA383325	
SPROHSA192537	SPROHSA192537	SPROHSA192537		30			SPROHSA192537	0.9931	0.9973	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA269970	SPROHSA269970	SPROHSA269970		25			SPROHSA269970	0.9931	0.9973	1	1	1	1	0	1	0	     0	     0	     0		
SPROHSA47192	SPROHSA47192	SPROHSA47192		86			SPROHSA47192	0.9931	0.9973	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA91822	
SPROHSA10855	SPROHSA10855	SPROHSA10855		84			SPROHSA10855	0.9930	0.9973	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA10856, SPROHSA134748, SPROHSA134750, SPROHSA147091, SPROHSA147130, SPROHSA147131, SPROHSA252052, SPROHSA282609, SPROHSA333600, SPROHSA342972, SPROHSA350909, SPROHSA360026, SPROHSA360027, SPROHSA66748, SPROHSA66749	
SPROHSA169161	SPROHSA169161	SPROHSA169161		42			SPROHSA169161	0.9930	0.9972	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA169162	
SPROHSA149609	SPROHSA149609	SPROHSA149609		54			SPROHSA149609	0.9929	0.9972	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA22, SPROHSA25220, SPROHSA67924	
SPROHSA177427	SPROHSA177427	SPROHSA177427		98			SPROHSA177427	0.9929	0.9972	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA177428, SPROHSA177429	
SPROHSA392233	SPROHSA392233	SPROHSA392233		80			SPROHSA392233	0.9929	0.9972	1	3	3	3	1	1	1	     0	     0	     0		
SPROHSA131424	SPROHSA131424	SPROHSA131424		67			SPROHSA131424	0.9928	0.9972	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA19528, SPROHSA20996, SPROHSA218921, SPROHSA242190, SPROHSA255145, SPROHSA354311, SPROHSA53679	
SPROHSA167746	SPROHSA167746	SPROHSA167746		23			SPROHSA167746	0.9927	0.9971	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA204115, SPROHSA20882, SPROHSA354917, SPROHSA84204	
SPROHSA192689	SPROHSA192689	SPROHSA192689		87			SPROHSA192689	0.9927	0.9971	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA366817, SPROHSA392310	
SPROHSA31932	SPROHSA31932	SPROHSA31932		89			SPROHSA31932	0.9926	0.9971	1	8	8	8	4	2	2	     0	     0	     0		
SPROHSA139691	SPROHSA139691	SPROHSA139691		64			SPROHSA139691	0.9925	0.9971	1	2	0	2	1	0	1	     0	     0	     0	SPROHSA139692, SPROHSA147270, SPROHSA147271, SPROHSA147272, SPROHSA147273, SPROHSA150509, SPROHSA159662, SPROHSA184410, SPROHSA190303, SPROHSA190304, SPROHSA216316, SPROHSA216317, SPROHSA222123, SPROHSA222124, SPROHSA222125, SPROHSA222126, SPROHSA234948, SPROHSA316013, SPROHSA319804, SPROHSA319805, SPROHSA319806, SPROHSA319807, SPROHSA319809, SPROHSA319810, SPROHSA323481, SPROHSA342642, SPROHSA342643, SPROHSA342644, SPROHSA342645, SPROHSA352651, SPROHSA352972, SPROHSA48028, SPROHSA48029, SPROHSA48030, SPROHSA61053, SPROHSA66044, SPROHSA6630, SPROHSA86009, SPROHSA96654	
SPROHSA115104	SPROHSA115104	SPROHSA115104		78			SPROHSA115104	0.9924	0.9970	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA115105, SPROHSA119642, SPROHSA119643, SPROHSA193823, SPROHSA193824, SPROHSA193825, SPROHSA193826, SPROHSA207691, SPROHSA207692, SPROHSA381977, SPROHSA381978, SPROHSA381979, SPROHSA381980, SPROHSA381981	
SPROHSA273588	SPROHSA273588	SPROHSA273588		96			SPROHSA273588	0.9924	0.9790	4	1	0	4	0	1	0	     0	     0	     0	SPROHSA273589, SPROHSA331070, SPROHSA331071, SPROHSA356300, SPROHSA377735, SPROHSA377736	
SPROHSA124883	SPROHSA124883	SPROHSA124883		96			SPROHSA124883	0.9923	0.9970	1	6	0	6	1	2	3	     0	     0	     0	SPROHSA195490, SPROHSA21199, SPROHSA215192	
SPROHSA171967	SPROHSA171967	SPROHSA171967		98			SPROHSA171967	0.9923	0.9970	1	4	4	4	2	1	1	     0	     0	     0		
SPROHSA17427	SPROHSA17427	SPROHSA17427		100			SPROHSA17427	0.9923	0.9970	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA292856	
SPROHSA202314	SPROHSA202314	SPROHSA202314		65			SPROHSA202314	0.9923	0.9970	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA70247, SPROHSA78469, SPROHSA87623	
SPROHSA113366	SPROHSA113366	SPROHSA113366		72			SPROHSA113366	0.9922	0.9969	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA113367, SPROHSA147062, SPROHSA149052, SPROHSA149053, SPROHSA169072, SPROHSA173716, SPROHSA176082, SPROHSA199646, SPROHSA199647, SPROHSA215639, SPROHSA273801, SPROHSA273802, SPROHSA51709, SPROHSA51710, SPROHSA59214, SPROHSA59215, SPROHSA99661	
SPROHSA119671	SPROHSA119671	SPROHSA119671		90			SPROHSA119671	0.9922	0.9969	1	3	0	3	0	1	2	     0	     0	     0	SPROHSA119672, SPROHSA119675, SPROHSA123800, SPROHSA289104, SPROHSA289106, SPROHSA334143, SPROHSA334145, SPROHSA334146, SPROHSA334147, SPROHSA78794	
SPROHSA138138	SPROHSA138138	SPROHSA138138		92			SPROHSA138138	0.9922	0.9872	2	1	0	2	0	0	1	     0	     0	     0	SPROHSA143346, SPROHSA368225	
SPROHSA123457	SPROHSA123457	SPROHSA123457		94			SPROHSA123457	0.9920	0.9969	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA208392, SPROHSA308899, SPROHSA335662, SPROHSA335663, SPROHSA344412	
SPROHSA374474	SPROHSA374474	SPROHSA374474		95			SPROHSA374474	0.9920	0.9968	1	5	5	5	2	2	1	     0	     0	     0		
SPROHSA126070	SPROHSA126070	SPROHSA126070		93			SPROHSA126070	0.9919	0.9968	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA25686	
SPROHSA141370	SPROHSA141370	SPROHSA141370		86			SPROHSA141370	0.9917	0.9967	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA208519, SPROHSA248807, SPROHSA3310, SPROHSA365747	
SPROHSA215805	SPROHSA215805	SPROHSA215805		80			SPROHSA215805	0.9917	0.9967	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA386466, SPROHSA96174	
SPROHSA111521	SPROHSA111521	SPROHSA111521		93			SPROHSA111521	0.9916	0.9967	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA165472, SPROHSA188873, SPROHSA232436, SPROHSA237028, SPROHSA388794	
SPROHSA124984	SPROHSA124984	SPROHSA124984		84			SPROHSA124984	0.9916	0.9967	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA4579	
SPROHSA150966	SPROHSA150966	SPROHSA150966		26			SPROHSA150966	0.9916	0.9967	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA278091, SPROHSA332042	
SPROHSA129418	SPROHSA129418	SPROHSA129418		99			SPROHSA129418	0.9915	0.9966	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA131018, SPROHSA131019, SPROHSA187076, SPROHSA226376, SPROHSA261550, SPROHSA344419, SPROHSA44665, SPROHSA7701	
SPROHSA153514	SPROHSA153514	SPROHSA153514		94			SPROHSA153514	0.9915	0.9967	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA231518, SPROHSA236090, SPROHSA263008, SPROHSA276543, SPROHSA316163	
SPROHSA172055	SPROHSA172055	SPROHSA172055		56			SPROHSA172055	0.9914	0.9966	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA189707, SPROHSA43685	
SPROHSA346006	SPROHSA346006	SPROHSA346006		94			SPROHSA346006	0.9914	0.9966	1	2	2	2	0	1	1	     0	     0	     0		
SPROHSA74214	SPROHSA74214	SPROHSA74214		83			SPROHSA74214	0.9914	0.9966	1	3	3	3	1	1	1	     0	     0	     0		
SPROHSA334139	SPROHSA334139	SPROHSA334139		71			SPROHSA334139	0.9912	0.9965	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA334140	
SPROHSA104235	SPROHSA104235	SPROHSA104235		86			SPROHSA104235	0.9911	0.9793	1	1	0	1	0	0	1	     0	     0	     0		
SPROHSA144410	SPROHSA144410	SPROHSA144410		85			SPROHSA144410	0.9910	0.9737	2	1	0	6	0	0	1	     0	     0	     0	SPROHSA144531, SPROHSA151352	
SPROHSA238690	SPROHSA238690	SPROHSA238690		87			SPROHSA238690	0.9910	0.9964	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA1065	SPROHSA1065	SPROHSA1065		94			SPROHSA1065	0.9909	0.9964	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA114203, SPROHSA363508, SPROHSA370437, SPROHSA65153	
SPROHSA11576	SPROHSA11576	SPROHSA11576		28			SPROHSA11576	0.9909	0.9964	1	2	0	2	0	0	2	     0	     0	     0	SPROHSA127930, SPROHSA137529, SPROHSA222283, SPROHSA226907, SPROHSA246509, SPROHSA37867, SPROHSA379104, SPROHSA384591, SPROHSA387718	
SPROHSA146406	SPROHSA146406	SPROHSA146406		56			SPROHSA146406	0.9909	0.9964	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA167252, SPROHSA19981, SPROHSA204870, SPROHSA242793, SPROHSA246325, SPROHSA246326, SPROHSA322317, SPROHSA34211, SPROHSA346107, SPROHSA39096, SPROHSA88507	
SPROHSA218183	SPROHSA218183	SPROHSA218183		58			SPROHSA218183	0.9908	0.9964	1	3	0	3	0	1	2	     0	     0	     0	SPROHSA312510, SPROHSA331690, SPROHSA341035, SPROHSA341036	
SPROHSA113216	SPROHSA113216	SPROHSA113216		61			SPROHSA113216	0.9907	0.9963	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA121953, SPROHSA121954, SPROHSA128066, SPROHSA128067, SPROHSA176741, SPROHSA240970, SPROHSA289506, SPROHSA319135, SPROHSA338685, SPROHSA358465, SPROHSA38439	
SPROHSA13508	SPROHSA13508	SPROHSA13508		98			SPROHSA13508	0.9907	0.9963	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA147685, SPROHSA15704, SPROHSA182286, SPROHSA209228, SPROHSA214573, SPROHSA28564, SPROHSA329696, SPROHSA382680, SPROHSA40737, SPROHSA5099	
SPROHSA180594	SPROHSA180594	SPROHSA180594		26			SPROHSA180594	0.9907	0.9963	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA233482, SPROHSA237102, SPROHSA25300, SPROHSA253206, SPROHSA309735, SPROHSA38970, SPROHSA39186, SPROHSA76250	
SPROHSA107880	SPROHSA107880	SPROHSA107880		27			SPROHSA107880	0.9904	0.9962	1	4	0	4	1	2	1	     0	     0	     0	SPROHSA107881, SPROHSA107882, SPROHSA107883, SPROHSA107884, SPROHSA107885, SPROHSA107886, SPROHSA107887, SPROHSA107888, SPROHSA139078, SPROHSA139079, SPROHSA139217, SPROHSA139218, SPROHSA183264, SPROHSA183265, SPROHSA183266, SPROHSA183267, SPROHSA183268, SPROHSA183269, SPROHSA188767, SPROHSA191717, SPROHSA191718, SPROHSA291304, SPROHSA296034, SPROHSA296035, SPROHSA298215, SPROHSA348539, SPROHSA75572	
SPROHSA130169	SPROHSA130169	SPROHSA130169		54			SPROHSA130169	0.9902	0.9961	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA139117, SPROHSA19462, SPROHSA203067, SPROHSA222433, SPROHSA257600, SPROHSA285446, SPROHSA9327	
SPROHSA14455	SPROHSA14455	SPROHSA14455		89			SPROHSA14455	0.9899	0.9960	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA172084, SPROHSA237554, SPROHSA40608, SPROHSA98563	
SPROHSA174493	SPROHSA174493	SPROHSA174493		75			SPROHSA174493	0.9899	0.9960	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA24856, SPROHSA373762, SPROHSA384288	
SPROHSA35340	SPROHSA35340	SPROHSA35340		97			SPROHSA35340	0.9897	0.9959	1	4	0	4	1	2	1	     0	     0	     0	SPROHSA77247	
SPROHSA185322	SPROHSA185322	SPROHSA185322		30			SPROHSA185322	0.9896	0.9959	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA233938, SPROHSA233939, SPROHSA259955, SPROHSA259956, SPROHSA283939, SPROHSA283940, SPROHSA283941, SPROHSA350172, SPROHSA350173, SPROHSA85635, SPROHSA85636, SPROHSA85637, SPROHSA89940, SPROHSA89941	
SPROHSA324178	SPROHSA324178	SPROHSA324178		53			SPROHSA324178	0.9894	0.9958	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA343148, SPROHSA50619, SPROHSA53158, SPROHSA61797, SPROHSA7837	
SPROHSA207458	SPROHSA207458	SPROHSA207458		83			SPROHSA207458	0.9893	0.9958	1	1	1	1	0	0	1	     0	     0	     0		
SPROHSA134943	SPROHSA134943	SPROHSA134943		36			SPROHSA134943	0.9892	0.9958	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA204474, SPROHSA233256, SPROHSA244601, SPROHSA284813, SPROHSA335620	
SPROHSA167287	SPROHSA167287	SPROHSA167287		38			SPROHSA167287	0.9892	0.9957	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA362484	
SPROHSA110726	SPROHSA110726	SPROHSA110726		66			SPROHSA110726	0.9891	0.9957	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA110746, SPROHSA112015, SPROHSA116773, SPROHSA194588, SPROHSA199644, SPROHSA240135, SPROHSA241149, SPROHSA24347, SPROHSA24348, SPROHSA292046, SPROHSA292047, SPROHSA30569, SPROHSA377866	
SPROHSA163023	SPROHSA163023	SPROHSA163023		50			SPROHSA163023	0.9889	0.9956	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA255851, SPROHSA38241, SPROHSA45226	
SPROHSA36271	SPROHSA36271	SPROHSA36271		38			SPROHSA36271	0.9889	0.9956	1	3	0	3	1	1	1	     0	     0	     0	SPROHSA374439, SPROHSA3854	
SPROHSA264217	SPROHSA264217	SPROHSA264217		91			SPROHSA264217	0.9888	0.9956	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA308569	
SPROHSA319871	SPROHSA319871	SPROHSA319871		24			SPROHSA319871	0.9888	0.9956	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA94714	
SPROHSA113981	SPROHSA113981	SPROHSA113981		66			SPROHSA113981	0.9887	0.9955	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA302935	
SPROHSA131275	SPROHSA131275	SPROHSA131275		24			SPROHSA131275	0.9887	0.9955	1	8	0	8	2	3	3	     0	     0	     0	SPROHSA213252	
SPROHSA194230	SPROHSA194230	SPROHSA194230		32			SPROHSA194230	0.9887	0.9955	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA358393	
SPROHSA1424	SPROHSA1424	SPROHSA1424		96			SPROHSA1424	0.9886	0.9955	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA1425, SPROHSA1426, SPROHSA202582, SPROHSA202583, SPROHSA22499, SPROHSA386135, SPROHSA386136, SPROHSA386137, SPROHSA41923, SPROHSA41924, SPROHSA42421, SPROHSA42422, SPROHSA64715, SPROHSA64716	
SPROHSA155696	SPROHSA155696	SPROHSA155696		40			SPROHSA155696	0.9886	0.9955	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA155697, SPROHSA155698, SPROHSA169225, SPROHSA169226, SPROHSA327692, SPROHSA327693, SPROHSA80334, SPROHSA80335	
SPROHSA209031	SPROHSA209031	SPROHSA209031		16			SPROHSA209031	0.9886	0.9955	1	2	0	2	1	1	0	     0	     0	     0	SPROHSA209032, SPROHSA296135, SPROHSA296136	
SPROHSA125103	SPROHSA125103	SPROHSA125103		91			SPROHSA125103	0.9885	0.9955	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA148517, SPROHSA224479, SPROHSA280785, SPROHSA302683, SPROHSA302684, SPROHSA315853, SPROHSA315854, SPROHSA317352, SPROHSA325620, SPROHSA32780, SPROHSA330962, SPROHSA345278, SPROHSA368748, SPROHSA380277, SPROHSA380825, SPROHSA386469, SPROHSA49159	
SPROHSA141115	SPROHSA141115	SPROHSA141115		42			SPROHSA141115	0.9885	0.9955	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA145074, SPROHSA280925, SPROHSA357470	
SPROHSA136048	SPROHSA136048	SPROHSA136048		43			SPROHSA136048	0.9884	0.9954	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA194099, SPROHSA27620, SPROHSA292160, SPROHSA297690, SPROHSA308105, SPROHSA319493, SPROHSA34667, SPROHSA361465, SPROHSA36426, SPROHSA4578	
SPROHSA148204	SPROHSA148204	SPROHSA148204		79			SPROHSA148204	0.9883	0.9954	1	2	0	2	0	1	1	     0	     0	     0	SPROHSA349544, SPROHSA360470	
SPROHSA163889	SPROHSA163889	SPROHSA163889		47			SPROHSA163889	0.9882	0.9954	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA183649, SPROHSA3044, SPROHSA564	
SPROHSA276497	SPROHSA276497	SPROHSA276497		47			SPROHSA276497	0.9882	0.9954	1	1	0	1	0	1	0	     0	     0	     0	SPROHSA287577	
SPROHSA105406	SPROHSA105406	SPROHSA105406		92			SPROHSA105406	0.9881	0.9953	1	1	0	1	0	0	1	     0	     0	     0	SPROHSA329936, SPROHSA362974, SPROHSA58954	
