Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q8WV28|BLNK_HUMAN	Q8WV28	BLNK_HUMAN	BLNK	456	false	false	Homo sapiens	B-cell linker protein	1:Experimental evidence at protein level	10.31	1.0000	0.9986	0.00000000000000	5	5	5	10	10	10	     0	     0	     0			
sp|Q8WWW0|RASF5_HUMAN	Q8WWW0	RASF5_HUMAN	RASSF5	418	false	false	Homo sapiens	Ras association domain-containing protein 5	1:Experimental evidence at protein level	2.15	1.0000	0.9981	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q8WXX7|AUTS2_HUMAN	Q8WXX7	AUTS2_HUMAN	AUTS2	1259	false	false	Homo sapiens	Autism susceptibility gene 2 protein	1:Experimental evidence at protein level	0.71	1.0000	0.9966	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q8WYA6|CTBL1_HUMAN	Q8WYA6	CTBL1_HUMAN	CTNNBL1	563	false	false	Homo sapiens	Beta-catenin-like protein 1	1:Experimental evidence at protein level	1.60	1.0000	0.9984	0.00000000000000	1	1	1	2	2	2	     0	     0	     0	8M(15.9949)		
sp|Q8WYJ6|SEPT1_HUMAN	Q8WYJ6	SEPT1_HUMAN	SEPTIN1	372	false	false	Homo sapiens	Septin-1	1:Experimental evidence at protein level	2.69	1.0000	0.9974	0.00062893081761	1	1	1	1	1	1	     0	     0	     0			
sp|Q8WYP5|ELYS_HUMAN	Q8WYP5	ELYS_HUMAN	AHCTF1	2266	false	false	Homo sapiens	Protein ELYS	1:Experimental evidence at protein level	0.97	1.0000	0.9988	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|Q92466|DDB2_HUMAN	Q92466	DDB2_HUMAN	DDB2	427	false	false	Homo sapiens	DNA damage-binding protein 2	1:Experimental evidence at protein level	4.92	1.0000	0.9982	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|Q92499|DDX1_HUMAN	Q92499	DDX1_HUMAN	DDX1	740	false	false	Homo sapiens	ATP-dependent RNA helicase DDX1	1:Experimental evidence at protein level	1.89	1.0000	0.9988	0.00000000000000	3	3	3	4	4	4	     0	     0	     0			
sp|Q92508|PIEZ1_HUMAN	Q92508	PIEZ1_HUMAN	PIEZO1	2521	false	false	Homo sapiens	Piezo-type mechanosensitive ion channel component 1	1:Experimental evidence at protein level	0.56	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q92538|GBF1_HUMAN	Q92538	GBF1_HUMAN	GBF1	1860	false	false	Homo sapiens	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	1:Experimental evidence at protein level	0.54	1.0000	0.9967	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q92540|SMG7_HUMAN	Q92540	SMG7_HUMAN	SMG7	1137	false	false	Homo sapiens	Nonsense-mediated mRNA decay factor SMG7	1:Experimental evidence at protein level	0.79	1.0000	0.9950	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q92545|TM131_HUMAN	Q92545	TM131_HUMAN	TMEM131	1883	false	false	Homo sapiens	Transmembrane protein 131	1:Experimental evidence at protein level	0.58	1.0000	0.9984	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q92576|PHF3_HUMAN	Q92576	PHF3_HUMAN	PHF3	2039	false	false	Homo sapiens	PHD finger protein 3	1:Experimental evidence at protein level	0.54	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q92599|SEPT8_HUMAN	Q92599	SEPT8_HUMAN	SEPTIN8	483	false	false	Homo sapiens	Septin-8	1:Experimental evidence at protein level	4.14	1.0000	0.9976	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			
sp|Q92610|ZN592_HUMAN	Q92610	ZN592_HUMAN	ZNF592	1267	false	false	Homo sapiens	Zinc finger protein 592	1:Experimental evidence at protein level	0.71	1.0000	0.9967	0.00162008910490	1	1	1	2	2	2	     0	     0	     0			
sp|Q92611|EDEM1_HUMAN	Q92611	EDEM1_HUMAN	EDEM1	657	false	false	Homo sapiens	ER degradation-enhancing alpha-mannosidase-like protein 1	1:Experimental evidence at protein level	3.04	1.0000	0.9986	0.00000000000000	3	3	3	5	5	5	     0	     0	     0			
sp|Q92619|HMHA1_HUMAN	Q92619	HMHA1_HUMAN	ARHGAP45	1136	false	false	Homo sapiens	Rho GTPase-activating protein 45	1:Experimental evidence at protein level	0.97	1.0000	0.9974	0.00062893081761	1	1	1	1	1	1	     0	     0	     0			
sp|Q92620|PRP16_HUMAN	Q92620	PRP16_HUMAN	DHX38	1227	false	false	Homo sapiens	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	1:Experimental evidence at protein level	0.73	1.0000	0.9962	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q92673|SORL_HUMAN	Q92673	SORL_HUMAN	SORL1	2214	false	false	Homo sapiens	Sortilin-related receptor	1:Experimental evidence at protein level	0.41	1.0000	0.9976	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q92688|AN32B_HUMAN	Q92688	AN32B_HUMAN	ANP32B	251	false	false	Homo sapiens	Acidic leucine-rich nuclear phosphoprotein 32 family member B	1:Experimental evidence at protein level	3.98	1.0000	0.9969	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q92769|HDAC2_HUMAN	Q92769	HDAC2_HUMAN	HDAC2	488	false	false	Homo sapiens	Histone deacetylase 2	1:Experimental evidence at protein level	1.84	1.0000	0.9986	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|Q92841|DDX17_HUMAN	Q92841	DDX17_HUMAN	DDX17	729	false	false	Homo sapiens	Probable ATP-dependent RNA helicase DDX17	1:Experimental evidence at protein level	1.37	1.0000	0.9988	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q92900|RENT1_HUMAN	Q92900	RENT1_HUMAN	UPF1	1129	false	false	Homo sapiens	Regulator of nonsense transcripts 1	1:Experimental evidence at protein level	0.80	1.0000	0.9921	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|Q92905|CSN5_HUMAN	Q92905	CSN5_HUMAN	COPS5	334	false	false	Homo sapiens	COP9 signalosome complex subunit 5	1:Experimental evidence at protein level	2.69	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q92925|SMRD2_HUMAN	Q92925	SMRD2_HUMAN	SMARCD2	531	false	false	Homo sapiens	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	1:Experimental evidence at protein level	3.95	1.0000	0.9983	0.00000000000000	2	1	2	4	1	4	     0	     0	     0			
sp|Q92966|SNPC3_HUMAN	Q92966	SNPC3_HUMAN	SNAPC3	411	false	false	Homo sapiens	snRNA-activating protein complex subunit 3	1:Experimental evidence at protein level	2.19	1.0000	0.9970	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q92985|IRF7_HUMAN	Q92985	IRF7_HUMAN	IRF7	503	false	false	Homo sapiens	Interferon regulatory factor 7	1:Experimental evidence at protein level	1.79	1.0000	0.9964	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q92989|CLP1_HUMAN	Q92989	CLP1_HUMAN	CLP1	425	false	false	Homo sapiens	Polyribonucleotide 5'-hydroxyl-kinase Clp1	1:Experimental evidence at protein level	2.12	1.0000	0.9911	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|Q92993|KAT5_HUMAN	Q92993	KAT5_HUMAN	KAT5	513	false	false	Homo sapiens	Histone acetyltransferase KAT5	1:Experimental evidence at protein level	2.34	1.0000	0.9987	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q969G3|SMCE1_HUMAN	Q969G3	SMCE1_HUMAN	SMARCE1	411	false	false	Homo sapiens	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	1:Experimental evidence at protein level	2.68	1.0000	0.9964	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q969N2|PIGT_HUMAN	Q969N2	PIGT_HUMAN	PIGT	578	false	false	Homo sapiens	GPI-anchor transamidase component PIGT	1:Experimental evidence at protein level	1.56	1.0000	0.9987	0.00000000000000	1	1	1	4	4	4	     0	     0	     0			
sp|Q969Q6|P2R3C_HUMAN	Q969Q6	P2R3C_HUMAN	PPP2R3C	453	false	false	Homo sapiens	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma	1:Experimental evidence at protein level	4.86	1.0000	0.9985	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
sp|Q969V3|NCLN_HUMAN	Q969V3	NCLN_HUMAN	NCLN	563	false	false	Homo sapiens	BOS complex subunit NCLN	1:Experimental evidence at protein level	2.49	1.0000	0.9946	0.00265251989390	2	2	2	2	2	2	     0	     0	     0			
sp|Q969X6|UTP4_HUMAN	Q969X6	UTP4_HUMAN	UTP4	686	false	false	Homo sapiens	U3 small nucleolar RNA-associated protein 4 homolog	1:Experimental evidence at protein level	1.31	1.0000	0.9950	0.00162008910490	1	1	1	1	1	1	     0	     0	     0	1M(15.9949)		
sp|Q96AB3|ISOC2_HUMAN	Q96AB3	ISOC2_HUMAN	ISOC2	205	false	false	Homo sapiens	Isochorismatase domain-containing protein 2	1:Experimental evidence at protein level	4.39	1.0000	0.9898	0.00419790104948	1	1	1	1	1	1	     0	     0	     0			
sp|Q96AQ1|CC74A_HUMAN	Q96AQ1	CC74A_HUMAN	CCDC74A	378	false	false	Homo sapiens	Coiled-coil domain-containing protein 74A	1:Experimental evidence at protein level	6.08	1.0000	0.9980	0.00000000000000	3	0	3	5	0	5	     0	     0	     0	4M(15.9949)		sp|Q96LY2|CC74B_HUMAN
sp|Q96AT1|K1143_HUMAN	Q96AT1	K1143_HUMAN	KIAA1143	154	false	false	Homo sapiens	Uncharacterized protein KIAA1143	1:Experimental evidence at protein level	5.84	1.0000	0.9977	0.00000000000000	1	1	1	3	3	3	     0	     0	     0			
sp|Q96AZ6|ISG20_HUMAN	Q96AZ6	ISG20_HUMAN	ISG20	181	false	false	Homo sapiens	Interferon-stimulated gene 20 kDa protein	1:Experimental evidence at protein level	4.97	1.0000	0.9981	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96BY6|DOC10_HUMAN	Q96BY6	DOC10_HUMAN	DOCK10	2186	false	false	Homo sapiens	Dedicator of cytokinesis protein 10	1:Experimental evidence at protein level	0.55	1.0000	0.9982	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96BY9|SARAF_HUMAN	Q96BY9	SARAF_HUMAN	SARAF	339	false	false	Homo sapiens	Store-operated calcium entry-associated regulatory factor	1:Experimental evidence at protein level	2.65	1.0000	0.9984	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96C01|TIMCC_HUMAN	Q96C01	TIMCC_HUMAN	TIMCC	138	false	false	Homo sapiens	TIM double twin CX3C motif protein	1:Experimental evidence at protein level	15.94	1.0000	0.9990	0.00000000000000	2	2	2	5	5	5	     0	     0	     0	9M(15.9949)		
sp|Q96C10|DHX58_HUMAN	Q96C10	DHX58_HUMAN	DHX58	678	false	false	Homo sapiens	ATP-dependent RNA helicase DHX58	1:Experimental evidence at protein level	1.47	1.0000	0.9971	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q96C12|ARMC5_HUMAN	Q96C12	ARMC5_HUMAN	ARMC5	935	false	false	Homo sapiens	Armadillo repeat-containing protein 5	1:Experimental evidence at protein level	0.86	1.0000	0.9946	0.00265251989390	1	1	1	1	1	1	     0	     0	     0			
sp|Q96C34|RUND1_HUMAN	Q96C34	RUND1_HUMAN	RUNDC1	613	false	false	Homo sapiens	RUN domain-containing protein 1	1:Experimental evidence at protein level	1.47	1.0000	0.9920	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|Q96C86|DCPS_HUMAN	Q96C86	DCPS_HUMAN	DCPS	337	false	false	Homo sapiens	m7GpppX diphosphatase	1:Experimental evidence at protein level	2.97	1.0000	0.9988	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96CN4|EVI5L_HUMAN	Q96CN4	EVI5L_HUMAN	EVI5L	794	false	false	Homo sapiens	EVI5-like protein	1:Experimental evidence at protein level	1.26	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96CX6|LRC58_HUMAN	Q96CX6	LRC58_HUMAN	LRRC58	371	false	false	Homo sapiens	Leucine-rich repeat-containing protein 58	1:Experimental evidence at protein level	5.39	1.0000	0.9976	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|Q96E22|NGBR_HUMAN	Q96E22	NGBR_HUMAN	NUS1	293	false	false	Homo sapiens	Dehydrodolichyl diphosphate synthase complex subunit NUS1	1:Experimental evidence at protein level	3.41	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96EE3|SEH1_HUMAN	Q96EE3	SEH1_HUMAN	SEH1L	360	false	false	Homo sapiens	Nucleoporin SEH1	1:Experimental evidence at protein level	3.06	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96EK5|KBP_HUMAN	Q96EK5	KBP_HUMAN	KIFBP	621	false	false	Homo sapiens	KIF-binding protein	1:Experimental evidence at protein level	1.45	1.0000	0.9981	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96EK7|F120B_HUMAN	Q96EK7	F120B_HUMAN	FAM120B	910	false	false	Homo sapiens	Constitutive coactivator of peroxisome proliferator-activated receptor gamma	1:Experimental evidence at protein level	1.10	1.0000	0.9985	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|Q96EP0|RNF31_HUMAN	Q96EP0	RNF31_HUMAN	RNF31	1072	false	false	Homo sapiens	E3 ubiquitin-protein ligase RNF31	1:Experimental evidence at protein level	0.93	1.0000	0.9971	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q96EX3|DC2I2_HUMAN	Q96EX3	DC2I2_HUMAN	DYNC2I2	536	false	false	Homo sapiens	Cytoplasmic dynein 2 intermediate chain 2	1:Experimental evidence at protein level	3.36	1.0000	0.9987	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|Q96F07|CYFP2_HUMAN	Q96F07	CYFP2_HUMAN	CYFIP2	1278	false	false	Homo sapiens	Cytoplasmic FMR1-interacting protein 2	1:Experimental evidence at protein level	0.78	1.0000	0.9977	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96FS4|SIPA1_HUMAN	Q96FS4	SIPA1_HUMAN	SIPA1	1042	false	false	Homo sapiens	Signal-induced proliferation-associated protein 1	1:Experimental evidence at protein level	1.06	1.0000	0.9888	0.00463633729354	1	0	0	1	0	0	     0	     0	     0			
sp|Q96GD4|AURKB_HUMAN	Q96GD4	AURKB_HUMAN	AURKB	344	false	false	Homo sapiens	Aurora kinase B	1:Experimental evidence at protein level	2.62	1.0000	0.9959	0.00162008910490	1	1	1	2	2	2	     0	     0	     0			
sp|Q96HA1|P121A_HUMAN	Q96HA1	P121A_HUMAN	POM121	1249	false	false	Homo sapiens	Nuclear envelope pore membrane protein POM 121	1:Experimental evidence at protein level	1.44	1.0000	0.9953	0.00162008910490	2	1	2	2	1	2	     0	     0	     0			
sp|Q96HA7|TONSL_HUMAN	Q96HA7	TONSL_HUMAN	TONSL	1378	false	false	Homo sapiens	Tonsoku-like protein	1:Experimental evidence at protein level	1.60	1.0000	0.9975	0.00062893081761	2	2	2	2	2	2	     0	     0	     0			
sp|Q96HE9|PRR11_HUMAN	Q96HE9	PRR11_HUMAN	PRR11	360	false	false	Homo sapiens	Proline-rich protein 11	1:Experimental evidence at protein level	2.50	1.0000	0.9974	0.00062893081761	1	1	1	1	1	1	     0	     0	     0			
sp|Q96IX5|ATPMK_HUMAN	Q96IX5	ATPMK_HUMAN	ATP5MK	58	false	false	Homo sapiens	ATP synthase F(0) complex subunit k, mitochondrial	1:Experimental evidence at protein level	15.52	1.0000	0.9985	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|Q96JB5|CK5P3_HUMAN	Q96JB5	CK5P3_HUMAN	CDK5RAP3	506	false	false	Homo sapiens	CDK5 regulatory subunit-associated protein 3	1:Experimental evidence at protein level	2.37	1.0000	0.9973	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q96JI7|SPTCS_HUMAN	Q96JI7	SPTCS_HUMAN	SPG11	2443	false	false	Homo sapiens	Spatacsin	1:Experimental evidence at protein level	0.37	1.0000	0.9939	0.00293255131965	1	1	1	1	1	1	     0	     0	     0			
sp|Q96JJ3|ELMO2_HUMAN	Q96JJ3	ELMO2_HUMAN	ELMO2	720	false	false	Homo sapiens	Engulfment and cell motility protein 2	1:Experimental evidence at protein level	1.25	1.0000	0.9984	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|Q96JM3|CHAP1_HUMAN	Q96JM3	CHAP1_HUMAN	CHAMP1	812	false	false	Homo sapiens	Chromosome alignment-maintaining phosphoprotein 1	1:Experimental evidence at protein level	1.11	1.0000	0.9935	0.00320284697509	1	1	1	1	1	1	     0	     0	     0			
sp|Q96JZ2|HSH2D_HUMAN	Q96JZ2	HSH2D_HUMAN	HSH2D	352	false	false	Homo sapiens	Hematopoietic SH2 domain-containing protein	1:Experimental evidence at protein level	5.68	1.0000	0.9990	0.00000000000000	2	2	2	10	10	10	     0	     0	     0			
sp|Q96KS0|EGLN2_HUMAN	Q96KS0	EGLN2_HUMAN	EGLN2	407	false	false	Homo sapiens	Prolyl hydroxylase EGLN2	1:Experimental evidence at protein level	2.70	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96L08|SUSD3_HUMAN	Q96L08	SUSD3_HUMAN	SUSD3	255	false	false	Homo sapiens	Sushi domain-containing protein 3	1:Experimental evidence at protein level	4.31	1.0000	0.9983	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96ME7|ZN512_HUMAN	Q96ME7	ZN512_HUMAN	ZNF512	567	false	false	Homo sapiens	Zinc finger protein 512	1:Experimental evidence at protein level	1.59	1.0000	0.9971	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q96MG7|NSE3_HUMAN	Q96MG7	NSE3_HUMAN	NSMCE3	304	false	false	Homo sapiens	Non-structural maintenance of chromosomes element 3 homolog	1:Experimental evidence at protein level	2.96	1.0000	0.9961	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q96N67|DOCK7_HUMAN	Q96N67	DOCK7_HUMAN	DOCK7	2140	false	false	Homo sapiens	Dedicator of cytokinesis protein 7	1:Experimental evidence at protein level	0.42	1.0000	0.9958	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q96NB1|CEP20_HUMAN	Q96NB1	CEP20_HUMAN	CEP20	174	false	false	Homo sapiens	Centrosomal protein 20	1:Experimental evidence at protein level	8.62	1.0000	0.9984	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96P11|NSUN5_HUMAN	Q96P11	NSUN5_HUMAN	NSUN5	429	false	false	Homo sapiens	28S rRNA (cytosine-C(5))-methyltransferase	1:Experimental evidence at protein level	2.10	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96P48|ARAP1_HUMAN	Q96P48	ARAP1_HUMAN	ARAP1	1450	false	false	Homo sapiens	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	1:Experimental evidence at protein level	0.62	1.0000	0.9967	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q96P70|IPO9_HUMAN	Q96P70	IPO9_HUMAN	IPO9	1041	false	false	Homo sapiens	Importin-9	1:Experimental evidence at protein level	0.86	1.0000	0.9957	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q96PM9|Z385A_HUMAN	Q96PM9	Z385A_HUMAN	ZNF385A	386	false	false	Homo sapiens	Zinc finger protein 385A	1:Experimental evidence at protein level	2.33	1.0000	0.9987	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96Q04|LMTK3_HUMAN	Q96Q04	LMTK3_HUMAN	LMTK3	1460	false	false	Homo sapiens	Serine/threonine-protein kinase LMTK3	1:Experimental evidence at protein level	0.62	1.0000	0.9931	0.00347222222222	1	1	1	1	1	1	     0	     0	     0			
sp|Q96QD9|UIF_HUMAN	Q96QD9	UIF_HUMAN	FYTTD1	318	false	false	Homo sapiens	UAP56-interacting factor	1:Experimental evidence at protein level	5.97	1.0000	0.9986	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|Q96QT4|TRPM7_HUMAN	Q96QT4	TRPM7_HUMAN	TRPM7	1865	false	false	Homo sapiens	Transient receptor potential cation channel subfamily M member 7	1:Experimental evidence at protein level	0.48	1.0000	0.9974	0.00062893081761	1	1	1	1	1	1	     0	     0	     0			
sp|Q96RL7|VP13A_HUMAN	Q96RL7	VP13A_HUMAN	VPS13A	3174	false	false	Homo sapiens	Intermembrane lipid transfer protein VPS13A	1:Experimental evidence at protein level	0.28	1.0000	0.9901	0.00419790104948	1	1	1	1	1	1	     0	     0	     0			
sp|Q96S59|RANB9_HUMAN	Q96S59	RANB9_HUMAN	RANBP9	729	false	false	Homo sapiens	Ran-binding protein 9	1:Experimental evidence at protein level	1.23	1.0000	0.9913	0.00367985280589	1	1	1	1	1	1	     0	     0	     0			
sp|Q96S99|PKHF1_HUMAN	Q96S99	PKHF1_HUMAN	PLEKHF1	279	false	false	Homo sapiens	Pleckstrin homology domain-containing family F member 1	1:Experimental evidence at protein level	4.30	1.0000	0.9989	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			sp|Q9H8W4|PKHF2_HUMAN
sp|Q96SU4|OSBL9_HUMAN	Q96SU4	OSBL9_HUMAN	OSBPL9	736	false	false	Homo sapiens	Oxysterol-binding protein-related protein 9	1:Experimental evidence at protein level	1.63	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96T49|PP16B_HUMAN	Q96T49	PP16B_HUMAN	PPP1R16B	567	false	false	Homo sapiens	Protein phosphatase 1 regulatory inhibitor subunit 16B	1:Experimental evidence at protein level	2.65	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96T58|MINT_HUMAN	Q96T58	MINT_HUMAN	SPEN	3664	false	false	Homo sapiens	Msx2-interacting protein	1:Experimental evidence at protein level	0.30	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q96TA2|YMEL1_HUMAN	Q96TA2	YMEL1_HUMAN	YME1L1	773	false	false	Homo sapiens	ATP-dependent zinc metalloprotease YME1L1	1:Experimental evidence at protein level	1.16	1.0000	0.9986	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q99442|SEC62_HUMAN	Q99442	SEC62_HUMAN	SEC62	399	false	false	Homo sapiens	Translocation protein SEC62	1:Experimental evidence at protein level	2.26	1.0000	0.9982	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q99459|CDC5L_HUMAN	Q99459	CDC5L_HUMAN	CDC5L	802	false	false	Homo sapiens	Cell division cycle 5-like protein	1:Experimental evidence at protein level	1.12	1.0000	0.9969	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q99471|PFD5_HUMAN	Q99471	PFD5_HUMAN	PFDN5	154	false	false	Homo sapiens	Prefoldin subunit 5	1:Experimental evidence at protein level	5.84	1.0000	0.9975	0.00062893081761	1	1	1	1	1	1	     0	     0	     0			
sp|Q99497|PARK7_HUMAN	Q99497	PARK7_HUMAN	PARK7	189	false	false	Homo sapiens	Parkinson disease protein 7	1:Experimental evidence at protein level	12.17	1.0000	0.9977	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q99590|SCAFB_HUMAN	Q99590	SCAFB_HUMAN	SCAF11	1463	false	false	Homo sapiens	Protein SCAF11	1:Experimental evidence at protein level	0.89	1.0000	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q99623|PHB2_HUMAN	Q99623	PHB2_HUMAN	PHB2	299	false	false	Homo sapiens	Prohibitin-2	1:Experimental evidence at protein level	7.02	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	     0	     0	     0			
sp|Q99829|CPNE1_HUMAN	Q99829	CPNE1_HUMAN	CPNE1	537	false	false	Homo sapiens	Copine-1	1:Experimental evidence at protein level	1.86	1.0000	0.9960	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q99832|TCPH_HUMAN	Q99832	TCPH_HUMAN	CCT7	543	false	false	Homo sapiens	T-complex protein 1 subunit eta	1:Experimental evidence at protein level	2.03	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q99856|ARI3A_HUMAN	Q99856	ARI3A_HUMAN	ARID3A	593	false	false	Homo sapiens	AT-rich interactive domain-containing protein 3A	1:Experimental evidence at protein level	1.52	1.0000	0.9978	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
sp|Q99873|ANM1_HUMAN	Q99873	ANM1_HUMAN	PRMT1	371	false	false	Homo sapiens	Protein arginine N-methyltransferase 1	1:Experimental evidence at protein level	2.43	1.0000	0.9988	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q99961|SH3G1_HUMAN	Q99961	SH3G1_HUMAN	SH3GL1	368	false	false	Homo sapiens	Endophilin-A2	1:Experimental evidence at protein level	2.99	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
sp|Q9BQ52|RNZ2_HUMAN	Q9BQ52	RNZ2_HUMAN	ELAC2	826	false	false	Homo sapiens	Zinc phosphodiesterase ELAC protein 2	1:Experimental evidence at protein level	1.33	1.0000	0.9984	0.00000000000000	1	1	1	3	3	3	     0	     0	     0			
sp|Q9BQ70|TCF25_HUMAN	Q9BQ70	TCF25_HUMAN	TCF25	676	false	false	Homo sapiens	Ribosome quality control complex subunit TCF25	1:Experimental evidence at protein level	1.33	1.0000	0.9966	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BQG0|MBB1A_HUMAN	Q9BQG0	MBB1A_HUMAN	MYBBP1A	1328	false	false	Homo sapiens	Myb-binding protein 1A	1:Experimental evidence at protein level	0.98	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BRU9|UTP23_HUMAN	Q9BRU9	UTP23_HUMAN	UTP23	249	false	false	Homo sapiens	rRNA-processing protein UTP23 homolog	1:Experimental evidence at protein level	10.04	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
sp|Q9BSV6|SEN34_HUMAN	Q9BSV6	SEN34_HUMAN	TSEN34	310	false	false	Homo sapiens	tRNA-splicing endonuclease subunit Sen34	1:Experimental evidence at protein level	3.55	1.0000	0.9973	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BTC0|DIDO1_HUMAN	Q9BTC0	DIDO1_HUMAN	DIDO1	2240	false	false	Homo sapiens	Death-inducer obliterator 1	1:Experimental evidence at protein level	0.45	1.0000	0.9969	0.00162008910490	1	1	1	1	1	1	     0	     0	     0			
